    1              0.001672716219841032             3.345432439682064e-05         0
    2                0.8323461947110496               0.00387750300814098         1
    3                2.3948461947110493              0.012576713718497995         2
    4                 4.992328628150201              0.025927278360938576         3
    5                 9.170615221155803               0.04185250835463811         4
    6                11.973342538445454               0.07992847843065623         5
    7                15.277686043627487                0.1037949832907238         6
    8                 23.44899879674361                0.1405100120325639         7
    9                 29.25817731124914               0.18341230442311607         8
   10                 36.68246088462321               0.22870911344375433         9
   11                54.213259692436374                0.2810200240651278        11
   12                63.942782744524976                0.3348200668371048        13
   13                 79.87725805040321                0.4302860862773752        17
   14                 91.48364537750172                0.4689799759348722        31
   15                 99.94647308096509               0.49973236540482546        53
