    1                -999.4647308096509              4.18179054960258e-06      -756
    2                 -974.218185383172            0.00020142042669396847      -372
    3                -937.9599518697444            0.00048468787601762246      -291
    4                -888.8925582549007             0.0015720892148122496      -235
    5                 -798.772580504032             0.0025809364556702375      -165
    6                -669.6401336742097              0.003577089086528409      -126
    7                -585.1635462249828             0.0049955299019160135       -99
    8                -513.2674676262236              0.006240410785187751       -80
    9                 -399.386290252016              0.008470821826943184       -67
   10               -319.71391372262485              0.011463269026444754       -57
   11                -281.0200240651278              0.015222159146612063       -49
   12               -239.46685076890907              0.020926254177319054       -42
   13                -207.5899665814476              0.023948461947110495       -35
   14                 -175.306854873992              0.028588639180469288       -31
   15               -152.77686043627483               0.03819421510906871       -27
   16               -131.44545365420697                 0.043826713718498       -23
   17                  -99.846572563004               0.05189749164536189       -20
   18                -83.70501670927621               0.06572272682710349       -17
   19                -70.25500601628195               0.07314544327812285       -14
   20                -58.62249699185902               0.08370501670927621       -12
   21                  -49.923286281502                0.1075715215693438       -10
   22                -36.57272163906143               0.13553314923109094        -9
   23               -31.550229993699524               0.15277686043627486        -8
   24               -26.892880392335947                 0.175306854873992        -7
   25                -19.09710755453435                0.2222231395637251        -6
   26               -13.888946222732821                0.2810200240651278        -5
   27                -9.991059803832027               0.31971391372262487        -4
   28                -6.944473111366411                 0.350613709747984        -3
   29                -2.993557743388812                0.4302860862773752        -2
   30               0.05182604541493596                0.4689799759348722        -1
   31                1.5191115556832055                 0.512890907308414         0
   32                3.2435932278351185                0.5848200668371049         1
   33                 7.887557498424882                 0.649386290252016         2
   34                11.463269026444753                0.6944462791274503         3
   35                15.775114996849762                0.7371090926915859         4
   36                   21.913356859249                0.7712908865562456         5
   37                 29.31124849592951                 0.808412304423116         6
   38                 33.88328730777273                0.8401430431386875         7
   39                 39.96423921532811                0.8644668507689092         8
   40                51.897491645361896                0.8827550060162819         9
   41                 67.76657461554547                 0.900153427436996        11
   42                 79.92847843065621                0.9162949832907238        13
   43                 95.79384778844198                0.9358415665467221        15
   44                 128.3168669065559                0.9444442151090688        18
   45                 146.2908865562457                 0.952103076105779        22
   46                  175.306854873992                0.9634272783609386        25
   47                 207.5899665814476                0.9679207832733612        29
   48                243.55454634579303                0.9722221075545342        34
   49                 281.0200240651278                 0.978086643140751        40
   50                319.71391372262485                0.9830583563461136        49
   51                 415.1799331628952                0.9861110537772672        57
   52                 468.9799759348722                0.9890433215703756        66
   53                  525.781814616828                 0.991784659146612        82
   54                 611.1074417450994                0.9940128845132224       107
   55                 669.6401336742097                0.9956090621239824       138
   56                  798.772580504032                0.9967590902048825       160
   57                 860.5721725547503                0.9984279107851879       188
   58                 937.9599518697444                0.9991319731113664       256
   59                 974.2181853831721                0.9995153121239824       394
   60                 999.4647308096509                0.9999958182094504       718
